%% File Creation: 2010-07-14 12:46:36
% File Content: 
%   Please refer to the species-specific README file in the
%   appropriate directory folder at ftp://ftp.cmdl.noaa.gov/ccg.
% Contact: 
%   Compound: CO2 (In Situ)
%   Pieter Tans
%   tel: (303) 497-6678
%   email: Pieter.Tans@noaa.gov

% year month day value stddev #hours_averaged
1994  7 15   358.83  0.12  9
1994  7 16   358.87  0.17 13
1994  7 17   358.97  0.24 16
1994  7 18   358.70  0.12 16
1994  7 19   359.24  0.20 20
1994  7 20   359.36  0.08 13
1994  7 21   358.90  0.14 13
1994  7 22   358.74  0.08 24
1994  7 23   358.80  0.17 18
1994  7 24   358.36  0.13 15
1994  7 25   358.52  0.09 14
1994  7 26   358.69  0.18 20
1994  7 27   358.80  0.16 10
1994  7 28   358.66  0.10 22
1994  7 29   358.76  0.13 16
1994  7 30   358.44  0.22 15
1994  7 31   358.84  0.27 11
1994  8  1   358.54  0.20 10
1994  8  2   358.25  0.28  6
1994  8  3   358.12  0.13  9
1994  8  4   358.32  0.20  6
1994  8  5   358.25  0.22 14
1994  8  6   357.63  0.16 12
1994  8  7   357.47  0.05 16
1994  8  8   357.55  0.15 12
1994  8  9   357.65  0.08  2
1994  8 10   357.85  0.09  2
1994  8 11   357.79  0.27  3
1994  8 12   357.37  0.17 14
1994  8 13   357.61  0.22 21
1994  8 14   357.69  0.17 13
1994  8 15   357.53  0.13  8
1994  8 16   357.69  0.20  7
1994  8 17   357.82  0.06 11
1994  8 18   357.43  0.17 12
1994  8 19   357.19  0.18 15
1994  8 20   357.15  0.20 15
1994  8 21   357.26  0.22  6
1994  8 22   357.37  0.10 20
1994  8 23   357.10  0.20  8
1994  8 24   356.34  0.14  7
1994  8 25   355.79  0.25  5
1994  8 26   355.93  0.13  5
1994  8 27   356.32  0.28  7
1994  8 28   355.79  0.22 12
1994  8 29   355.71  0.12  9
1994  8 30   355.81  0.24 16
1994  8 31   355.70  0.11  3
1994  9  1   356.14  0.21 14
1994  9  2   356.07  0.11 18
1994  9  3   355.96  0.26 15
1994  9  4   355.90  0.20  7
1994  9  5   356.19  0.12 19
1994  9  6   356.34  0.14 12
1994  9  7   355.83  0.10  4
1994  9  8   355.38  0.08  2
1994  9  9   354.74  0.08  5
1994  9 10   355.93  0.04  2
1994  9 11   356.26  0.14 16
1994  9 12   355.78  0.18 17
1994  9 13   355.19  0.12 13
1994  9 14   355.27  0.09  9
1994  9 15   354.45  0.19  7
1994  9 16   354.34  0.15  5
1994  9 17   355.11  0.06  4
1994  9 18   355.07  0.18  4
1994  9 19   355.83  0.17 15
1994  9 20   355.75  0.16 21
1994  9 21   355.57  0.04 13
1994  9 22   355.34  0.20  5
1994  9 23   355.07  0.14 14
1994  9 24   355.03  0.20  4
1994  9 25   355.17  0.21 16
1994  9 26   354.96  0.13 18
1994  9 27   355.02  0.07 16
1994  9 28   354.75  0.14  7
1994  9 29   354.99  0.14 16
1994  9 30   355.18  0.11 20
1994 10  1   355.42  0.18 19
1994 10  2   355.41  0.15 15
1994 10  3   355.29  0.08 16
1994 10  4   355.19  0.13 10
1994 10  5   355.34  0.10 11
1994 10  6   355.42  0.10 13
1994 10  7   355.83  0.27  9
1994 10  8   355.72  0.19 12
1994 10  9   355.32  0.17 15
1994 10 10   355.61  0.20 11
1994 10 11   355.62  0.13 17
1994 10 12   355.68  0.14  8
1994 10 13   355.58  0.07 23
1994 10 14   355.85  0.20 17
1994 10 15   355.69  0.12 18
1994 10 16   355.79  0.09 11
1994 10 17   356.03  0.12 13
1994 10 18   356.02  0.12  6
1994 10 19   356.03  0.08 13
1994 10 20   355.77  0.14 14
1994 10 21   355.71  0.08  3
1994 10 22   356.72  0.14 11
1994 10 23   356.56  0.14 21
1994 10 24   356.40  0.14 21
1994 10 25   356.24  0.13 24
1994 10 26   356.24  0.08 15
1994 10 27   356.45  0.13 18
1994 10 28   356.22  0.15 14
1994 10 29   356.60  0.13  7
1994 10 30   356.49  0.23 13
1994 10 31   356.33  0.22  6
1994 11  1   356.28  0.13 19
1994 11  2   356.30  0.10 20
1994 11  3   356.47  0.15 24
1994 11  4   356.45  0.14 14
1994 11  5   356.71  0.13 12
1994 11  6   356.68  0.13 17
1994 11  7   356.76  0.26 15
1994 11  8   356.93  0.26 18
1994 11  9   357.25  0.04  2
1994 11 10   357.93  0.02  2
1994 11 11   357.26  0.11 18
1994 11 12   357.30  0.11 13
1994 11 13   357.29  0.27 17
1994 11 14   357.36  0.13  8
1994 11 15   358.67  0.12  6
1994 11 16   358.64  0.12 16
1994 11 17   358.20  0.27 16
1994 11 18   358.08  0.15  8
1994 11 19   357.44  0.11 16
1994 11 20   357.40  0.24 21
1994 11 21   357.28  0.13 22
1994 11 22   357.60  0.13 12
1994 11 23   357.37  0.06 16
1994 11 24   357.58  0.12 24
1994 11 25   357.67  0.23 20
1994 11 26   357.57  0.12 12
1994 11 27   357.79  0.20 23
1994 11 28   357.84  0.10 19
1994 11 29   358.29  0.12 15
1994 11 30   357.93  0.16 24
1994 12  1   357.98  0.24 21
1994 12  2   357.76  0.09 15
1994 12  3   357.76  0.08 20
1994 12  4   358.63  0.12 13
1994 12  5   358.73  0.11 11
1994 12  6   358.19  0.20 19
1994 12  7   357.96  0.08 15
1994 12  8   358.12  0.10  6
1994 12  9   358.30  0.15  6
1994 12 10   359.11  0.16 13
1994 12 11   359.17  0.14 21
1994 12 12   359.19  0.11 17
1994 12 13   359.30  0.19 14
1994 12 14   359.00  0.15 15
1994 12 15   358.95  0.06 24
1994 12 16   359.00  0.15 12
1994 12 17   359.26  0.22 15
1994 12 18   359.03  0.21 22
1994 12 19   358.78  0.11 23
1994 12 20   358.65  0.13 23
1994 12 21   358.60  0.12 13
1994 12 22   358.47  0.11  7
1994 12 23   358.51  0.07 24
1994 12 24   358.56  0.10 14
1994 12 25   358.80  0.19 10
1994 12 26   359.33  0.15 14
1994 12 27   359.23  0.14 17
1994 12 28   358.99  0.26 17
1994 12 29   358.99  0.14 21
1994 12 30   359.29  0.27 21
1994 12 31   359.40  0.13 19
1995  1  1   359.14  0.15 19
1995  1  2   359.41  0.16 15
1995  1  3   359.27  0.15 22
1995  1  4   359.54  0.08  5
1995  1  5   359.64  0.10 16
1995  1  6   359.82  0.04  2
1995  1  7   359.25  0.18 19
1995  1  8   359.14  0.11 18
1995  1  9   359.33  0.14 23
1995  1 10   359.51  0.12 10
1995  1 11   360.06  0.11  6
1995  1 12   359.63  0.24 23
1995  1 13   359.54  0.14 11
1995  1 14   359.75  0.23 19
1995  1 15   360.40  0.10  7
1995  1 16   360.25  0.15  5
1995  1 17   359.98  0.14  6
1995  1 18   359.90  0.14 17
1995  1 19   359.84  0.18 24
1995  1 20   359.80  0.09 19
1995  1 21   359.77  0.09 19
1995  1 22   360.05  0.07 19
1995  1 23   360.11  0.12 12
1995  1 24   359.84  0.07 14
1995  1 25   359.77  0.18 12
1995  1 26   359.83  0.09 24
1995  1 27   359.76  0.04 24
1995  1 28   359.76  0.02 24
1995  1 29   359.78  0.02 24
1995  1 30   359.84  0.07 15
1995  1 31   359.89  0.08 24
1995  2  1   359.96  0.04 17
1995  2  2   360.49  0.14 12
1995  2  3   360.09  0.21 18
1995  2  4   359.95  0.05 24
1995  2  5   359.83  0.11 24
1995  2  6   360.14 -9.99  1
1995  2  7   361.35  0.06  4
1995  2  8   360.51  0.11  7
1995  2  9   360.03  0.14 21
1995  2 10   360.15  0.08 16
1995  2 11   360.20  0.01  2
1995  2 12   360.51  0.16  6
1995  2 13   360.95  0.13  6
1995  2 14   360.91  0.15 24
1995  2 15   360.63  0.10 17
1995  2 16   360.63  0.22 21
1995  2 17   360.76  0.12 21
1995  2 18   360.70  0.21 24
1995  2 19   360.45  0.19 24
1995  2 20   360.33  0.08 24
1995  2 21   360.44  0.11 24
1995  2 22   360.46  0.05 17
1995  2 23   360.78  0.20 24
1995  2 24   361.25  0.22 18
1995  2 25   361.51  0.24 13
1995  2 26   361.25  0.26  3
1995  2 27   361.06  0.15 14
1995  2 28   361.76  0.21  4
1995  3  1   362.41  0.16 17
1995  3  2   362.02  0.16  8
1995  3  3   361.70  0.10  9
1995  3  4   361.96  0.15  6
1995  3  5   362.25  0.22 23
1995  3  6   361.86  0.18 19
1995  3  7   361.76  0.12  5
1995  3  8   361.36  0.07 17
1995  3  9   361.23  0.17 12
1995  3 10   361.07  0.12 20
1995  3 11   361.25  0.15 17
1995  3 12   360.88  0.13 18
1995  3 13   361.14  0.12 13
1995  3 14   361.13  0.18 24
1995  3 15   361.35  0.05  4
1995  3 16   360.42  0.08 20
1995  3 17   360.50  0.08 21
1995  3 18   360.74  0.17 18
1995  3 19   360.68  0.11  6
1995  3 20   360.97  0.10 11
1995  3 21   360.97  0.10 19
1995  3 22   361.04  0.12 15
1995  3 23   361.66  0.18  4
1995  3 24   361.94  0.19 17
1995  3 25   361.97  0.14 15
1995  3 26   361.87  0.16 13
1995  3 27   361.94  0.16 15
1995  3 28   362.64  0.17 11
1995  3 29  -999.99 -9.99  0
1995  3 30   363.53  0.23 12
1995  3 31   363.21  0.17 16
1995  4  1   363.29  0.23 13
1995  4  2   363.78  0.24 16
1995  4  3   363.38  0.25 18
1995  4  4   363.12  0.16 16
1995  4  5   363.59  0.12 12
1995  4  6   363.76  0.16 11
1995  4  7   363.66  0.15 10
1995  4  8   363.40  0.15  7
1995  4  9   362.63  0.17 20
1995  4 10   362.60  0.19 19
1995  4 11   362.67  0.15 18
1995  4 12   362.23  0.10 14
1995  4 13   362.38  0.13 18
1995  4 14   362.64  0.23 15
1995  4 15   363.25  0.17 19
1995  4 16   363.65  0.16 21
1995  4 17   363.21  0.15 19
1995  4 18   363.42  0.09 22
1995  4 19   363.13  0.26  7
1995  4 20   362.47  0.19 14
1995  4 21   362.09  0.21 12
1995  4 22   362.17  0.15 10
1995  4 23   362.70  0.12  8
1995  4 24   362.45  0.21  3
1995  4 25   362.67  0.19 20
1995  4 26   362.83  0.25  9
1995  4 27   363.39  0.18 19
1995  4 28   363.44  0.17 15
1995  4 29   363.60  0.16 18
1995  4 30   363.76  0.19  8
1995  5  1   363.58  0.18 16
1995  5  2  -999.99 -9.99  0
1995  5  3   363.25  0.09 11
1995  5  4   362.77  0.14  9
1995  5  5   362.81  0.14 12
1995  5  6  -999.99 -9.99  0
1995  5  7   363.51  0.20  4
1995  5  8   364.45  0.09 10
1995  5  9   363.67  0.13 13
1995  5 10   363.31  0.16 12
1995  5 11   363.12  0.20 13
1995  5 12   363.53  0.21 21
1995  5 13   363.94  0.22 21
1995  5 14   363.90  0.22 22
1995  5 15   364.17  0.11 21
1995  5 16   364.46  0.14 20
1995  5 17   364.43  0.15 11
1995  5 18   364.43  0.14 17
1995  5 19   364.32  0.21 23
1995  5 20   363.85  0.13 20
1995  5 21   363.74  0.09  8
1995  5 22   363.72  0.25 17
1995  5 23   363.69  0.12 16
1995  5 24   363.67  0.10 13
1995  5 25   363.51  0.25 17
1995  5 26   363.56  0.16 16
1995  5 27   363.19  0.22 12
1995  5 28   363.01  0.19 23
1995  5 29   363.24  0.12 18
1995  5 30   362.98  0.28  8
1995  5 31   363.12  0.09 11
1995  6  1   363.95  0.24  7
1995  6  2   364.29  0.06  2
1995  6  3   363.71  0.14  4
1995  6  4   363.95  0.25 22
1995  6  5   363.82  0.11 23
1995  6  6   363.57  0.11 12
1995  6  7   363.61  0.16 10
1995  6  8   363.66  0.23 15
1995  6  9   363.55  0.16 10
1995  6 10   363.62  0.18 14
1995  6 11   363.25  0.20 10
1995  6 12   362.90  0.23 12
1995  6 13   362.76  0.23 15
1995  6 14   362.79  0.15 11
1995  6 15   363.08  0.25 16
1995  6 16   363.06  0.13 20
1995  6 17   362.73  0.10 16
1995  6 18   362.58  0.15 16
1995  6 19   362.45  0.12 14
1995  6 20   363.02  0.24 15
1995  6 21   362.96  0.24 16
1995  6 22   362.91  0.16 12
1995  6 23   362.69  0.19 11
1995  6 24   362.65  0.20  6
1995  6 25   362.45  0.13 21
1995  6 26   362.21  0.14 15
1995  6 27   362.30  0.14 11
1995  6 28   361.81  0.23  5
1995  6 29   362.22  0.16 19
1995  6 30   362.36  0.23 19
1995  7  1   362.35  0.19 14
1995  7  2   362.32  0.06 13
1995  7  3   362.16  0.11 19
1995  7  4   362.14  0.18 15
1995  7  5   361.75  0.19  3
1995  7  6   362.09  0.10  6
1995  7  7   362.22  0.20 11
1995  7  8   361.95  0.21 14
1995  7  9   362.11  0.12 17
1995  7 10   362.19  0.08 16
1995  7 11   362.07  0.15 11
1995  7 12   361.87  0.05  6
1995  7 13   361.64  0.09 12
1995  7 14   361.94  0.12  5
1995  7 15   361.69  0.18 13
1995  7 16   361.77  0.22 15
1995  7 17   361.78  0.08 13
1995  7 18   361.74  0.09 15
1995  7 19   361.55  0.17 11
1995  7 20   361.54  0.24  9
1995  7 21   361.58  0.06  2
1995  7 22   361.19  0.21  6
1995  7 23   361.08  0.18 13
1995  7 24   360.89  0.18 11
1995  7 25   361.20  0.18 11
1995  7 26   361.12  0.21 14
1995  7 27   360.98  0.14 17
1995  7 28   360.96  0.11  9
1995  7 29   360.02  0.19  8
1995  7 30   359.83  0.14 13
1995  7 31   360.46  0.17 24
1995  8  1   360.37  0.15 21
1995  8  2   360.37  0.15 12
1995  8  3   360.34  0.11  4
1995  8  4   359.56  0.04  3
1995  8  5   360.18  0.14 11
1995  8  6   360.12  0.09 23
1995  8  7   360.18  0.12 14
1995  8  8   360.06  0.19 20
1995  8  9   360.06  0.08  3
1995  8 10   359.09  0.11 13
1995  8 11   359.14  0.13 12
1995  8 12   358.46  0.10  2
1995  8 13   358.93  0.13  2
1995  8 14   358.65  0.28 12
1995  8 15   358.15  0.15  5
1995  8 16   357.91  0.21  6
1995  8 17   358.41  0.13  9
1995  8 18   357.90  0.18  6
1995  8 19   357.78  0.11 14
1995  8 20   358.27  0.14 19
1995  8 21   358.54  0.26  3
1995  8 22   358.29  0.13  6
1995  8 23   358.28  0.13  7
1995  8 24   359.03  0.17  2
1995  8 25   358.60  0.10  8
1995  8 26   359.09  0.20  9
1995  8 27   359.23  0.12 14
1995  8 28   359.34  0.15 11
1995  8 29   359.13  0.08  9
1995  8 30   357.39  0.15  3
1995  8 31   356.19  0.13  4
1995  9  1   356.40  0.22 12
1995  9  2   356.65  0.17 16
1995  9  3   356.75  0.24 10
1995  9  4   357.21  0.19  5
1995  9  5   357.39  0.13  4
1995  9  6   358.15  0.07  3
1995  9  7   358.27  0.07  6
1995  9  8   358.57  0.14 13
1995  9  9   358.38  0.15 12
1995  9 10   358.06  0.11  7
1995  9 11   358.26  0.21 23
1995  9 12   358.46  0.14 16
1995  9 13   358.34  0.06 13
1995  9 14   358.41  0.19 13
1995  9 15   358.29  0.11  6
1995  9 16   358.70  0.25  9
1995  9 17   358.70  0.20  7
1995  9 18   358.66  0.08  6
1995  9 19   358.06  0.17  3
1995  9 20   358.60  0.10  7
1995  9 21   358.58  0.13 10
1995  9 22   358.63  0.06 14
1995  9 23   358.45  0.26 16
1995  9 24   357.84  0.08 17
1995  9 25   357.90  0.15 10
1995  9 26   357.06  0.19 14
1995  9 27   356.97  0.21 16
1995  9 28   357.15  0.16 19
1995  9 29   357.29  0.12 17
1995  9 30   357.71  0.10 19
1995 10  1   357.78  0.11 17
1995 10  2   357.60  0.11 15
1995 10  3   357.90  0.05  4
1995 10  4   357.83  0.09 12
1995 10  5   357.55  0.15 10
1995 10  6   357.49  0.09 19
1995 10  7   357.47  0.12 18
1995 10  8   357.66  0.16 17
1995 10  9   357.46  0.15 16
1995 10 10   357.54  0.08  5
1995 10 11   357.06  0.13 17
1995 10 12   357.54  0.23 21
1995 10 13   357.42  0.19 18
1995 10 14   357.23  0.12 20
1995 10 15   357.42  0.19 24
1995 10 16   357.39  0.28 16
1995 10 17   357.51  0.16 20
1995 10 18   357.67  0.11 21
1995 10 19   358.00  0.26 15
1995 10 20   358.40  0.17 16
1995 10 21   358.15  0.13 15
1995 10 22   357.95  0.12 21
1995 10 23   357.98  0.09 24
1995 10 24   357.92  0.14 22
1995 10 25   357.93  0.10 15
1995 10 26   358.15  0.20  9
1995 10 27   358.07  0.19 11
1995 10 28   358.22  0.07 17
1995 10 29   358.41  0.22 17
1995 10 30   358.47  0.20 17
1995 10 31   358.48  0.22 10
1995 11  1   358.31  0.13 11
1995 11  2   358.91  0.11 13
1995 11  3   358.87  0.06 14
1995 11  4   358.89  0.10 19
1995 11  5   358.67  0.20 16
1995 11  6   358.74  0.10 22
1995 11  7   358.87  0.10 17
1995 11  8   359.10  0.08 14
1995 11  9   359.09  0.08 12
1995 11 10   359.18  0.28  8
1995 11 11   359.08  0.13 21
1995 11 12   359.03  0.11 20
1995 11 13   359.02  0.14 20
1995 11 14   358.76 -9.99  1
1995 11 15   358.90  0.20  3
1995 11 16   359.09  0.23 17
1995 11 17   359.42  0.24 15
1995 11 18   359.32  0.08 14
1995 11 19   359.25  0.12 15
1995 11 20   359.72  0.12 18
1995 11 21   359.86  0.17 18
1995 11 22   359.88  0.08 11
1995 11 23   359.65  0.08 10
1995 11 24   359.53  0.15 11
1995 11 25   359.41  0.13 10
1995 11 26   359.49  0.10 21
1995 11 27   359.57  0.14 18
1995 11 28   359.55  0.16 21
1995 11 29   359.63  0.11 15
1995 11 30   359.75  0.11 23
1995 12  1  -999.99 -9.99  0
1995 12  2   359.67  0.15 15
1995 12  3   359.75  0.06 22
1995 12  4   359.87  0.10 18
1995 12  5   360.06  0.20 17
1995 12  6   360.28  0.07 15
1995 12  7   359.97  0.04 14
1995 12  8   360.07  0.09 13
1995 12  9   360.11  0.06 17
1995 12 10   360.25  0.12 19
1995 12 11   360.18  0.11 20
1995 12 12   360.11  0.07 24
1995 12 13   360.14  0.05 18
1995 12 14   360.11  0.08 18
1995 12 15   360.23  0.14 24
1995 12 16   360.15  0.08  2
1995 12 17   360.40  0.08 24
1995 12 18   360.18  0.09 24
1995 12 19   360.10  0.08 23
1995 12 20   360.35  0.16  8
1995 12 21   360.86  0.19  6
1995 12 22   360.41  0.15 17
1995 12 23   360.49  0.06 23
1995 12 24   360.55  0.09 21
1995 12 25   360.50  0.07 24
1995 12 26   360.68  0.27  6
1995 12 27   361.47  0.20 17
1995 12 28   361.87  0.21 14
1995 12 29   361.42  0.21 20
1995 12 30   361.55  0.12 17
1995 12 31   361.46  0.17 16
1996  1  1   362.25  0.16 15
1996  1  2   362.01  0.21 10
1996  1  3   361.74  0.11 19
1996  1  4   361.50  0.16 13
1996  1  5   361.22  0.12 22
1996  1  6   361.32  0.20 21
1996  1  7   361.35  0.09 20
1996  1  8   361.75  0.19 22
1996  1  9   362.37  0.17  7
1996  1 10   362.07  0.08 12
1996  1 11   361.76  0.17 15
1996  1 12   362.22  0.18 16
1996  1 13   362.02  0.27 21
1996  1 14   361.59  0.05 14
1996  1 15   361.55  0.04 24
1996  1 16   361.64  0.08 24
1996  1 17   361.78  0.15 14
1996  1 18   361.79  0.11 22
1996  1 19   361.78  0.08 22
1996  1 20   361.62  0.14 24
1996  1 21   361.71  0.19 18
1996  1 22   361.85  0.12  3
1996  1 23   362.10  0.17 22
1996  1 24   361.95  0.12  6
1996  1 25   362.03  0.13 18
1996  1 26   361.93  0.11 20
1996  1 27   361.96  0.10 18
1996  1 28   361.97  0.09 20
1996  1 29   361.92  0.05 23
1996  1 30   361.95  0.11 21
1996  1 31   361.92  0.09 16
1996  2  1   362.26  0.16 12
1996  2  2   362.18  0.28  5
1996  2  3   361.98  0.09 15
1996  2  4   361.93  0.20 16
1996  2  5   362.82  0.19 18
1996  2  6   362.85  0.15  4
1996  2  7   363.21  0.24  6
1996  2  8   362.85  0.17 14
1996  2  9   362.94  0.05  3
1996  2 10   362.64  0.15 14
1996  2 11   363.17  0.16  2
1996  2 12   362.92  0.24 15
1996  2 13   362.49  0.24 23
1996  2 14   362.47  0.27 17
1996  2 15   362.39  0.17 22
1996  2 16   362.46  0.06 24
1996  2 17   362.80  0.13 24
1996  2 18   362.62  0.14 20
1996  2 19   363.24  0.09 20
1996  2 20   363.41  0.10 24
1996  2 21   362.96  0.23 14
1996  2 22   363.12  0.14 13
1996  2 23   363.86  0.17 20
1996  2 24   363.90  0.12 13
1996  2 25   364.17  0.15 19
1996  2 26   363.93  0.12 12
1996  2 27   364.00  0.06  5
1996  2 28   363.05  0.13 12
1996  2 29   363.03  0.27 15
1996  3  1   363.37  0.24 16
1996  3  2   363.70  0.11 10
1996  3  3   363.55  0.11  7
1996  3  4   363.79  0.06  7
1996  3  5   364.30  0.14 16
1996  3  6   363.87  0.06 17
1996  3  7   364.10  0.11  5
1996  3  8   363.72  0.18 22
1996  3  9   363.15  0.22 13
1996  3 10   362.57  0.15 14
1996  3 11   362.69  0.15  3
1996  3 12   363.31  0.21 20
1996  3 13   363.18  0.17 12
1996  3 14   363.74  0.09 12
1996  3 15   363.29  0.11  7
1996  3 16   364.62  0.09  7
1996  3 17   363.83  0.12  6
1996  3 18   363.92  0.18  6
1996  3 19   364.30  0.18  4
1996  3 20   365.37  0.08  3
1996  3 21   365.00  0.12  5
1996  3 22   364.99  0.29 14
1996  3 23   364.92  0.21 20
1996  3 24   364.56  0.22  6
1996  3 25   363.98  0.23 23
1996  3 26   364.02  0.19  6
1996  3 27   363.88  0.06 19
1996  3 28   363.59  0.19 14
1996  3 29   363.87  0.24 16
1996  3 30   363.87  0.19  5
1996  3 31   364.16  0.22  5
1996  4  1   364.02  0.24 14
1996  4  2   363.87  0.10 13
1996  4  3   363.64  0.13 10
1996  4  4   363.83  0.29  6
1996  4  5   363.99  0.12 10
1996  4  6   364.23  0.19 16
1996  4  7   364.10  0.05  4
1996  4  8   364.22  0.16  5
1996  4  9  -999.99 -9.99  0
1996  4 10   363.91  0.13  4
1996  4 11   364.68  0.16  9
1996  4 12   364.78  0.14 16
1996  4 13   364.50  0.20 14
1996  4 14   364.25  0.17 15
1996  4 15   364.73  0.11  4
1996  4 16   364.77  0.23 17
1996  4 17   364.30  0.12 10
1996  4 18   364.22  0.09 23
1996  4 19   364.03  0.17 19
1996  4 20   363.78  0.21 13
1996  4 21   363.68  0.11 17
1996  4 22   363.92  0.18 17
1996  4 23   364.17  0.10 18
1996  4 24   364.41  0.17  8
1996  4 25   364.48  0.20 20
1996  4 26   364.88  0.25 19
1996  4 27   364.87  0.21  8
1996  4 28   364.98  0.24 16
1996  4 29   364.59  0.07 20
1996  4 30   364.40  0.17 20
1996  5  1   365.10  0.23  9
1996  5  2   364.78  0.08 24
1996  5  3   364.71  0.12 21
1996  5  4   364.63  0.09 20
1996  5  5   364.98  0.12  9
1996  5  6   363.96  0.23  6
1996  5  7   363.90  0.21 12
1996  5  8   363.81  0.18 15
1996  5  9   363.88  0.18 17
1996  5 10   364.53  0.11  2
1996  5 11   365.30  0.10 13
1996  5 12   365.45  0.16 10
1996  5 13   365.10  0.11  5
1996  5 14   364.96  0.25  6
1996  5 15   365.16  0.09 22
1996  5 16   365.35  0.08 14
1996  5 17   365.58  0.18 21
1996  5 18   365.40  0.19 17
1996  5 19   365.07  0.23 14
1996  5 20   365.34  0.15 10
1996  5 21   365.56  0.21  6
1996  5 22   365.66  0.22 11
1996  5 23   365.40  0.19  6
1996  5 24   364.61  0.17 12
1996  5 25   365.02  0.16 15
1996  5 26   364.86  0.16 18
1996  5 27   365.28  0.19 23
1996  5 28   365.35  0.12 23
1996  5 29   365.06  0.18 12
1996  5 30   364.77  0.18 21
1996  5 31   364.42  0.10 21
1996  6  1   364.35  0.05 24
1996  6  2   364.52  0.15 24
1996  6  3   364.53  0.14 16
1996  6  4   364.65  0.17 16
1996  6  5   364.91  0.07 17
1996  6  6   365.07  0.21 22
1996  6  7   364.68  0.20 19
1996  6  8   364.70  0.19 17
1996  6  9   365.18  0.12  6
1996  6 10   365.29  0.27 17
1996  6 11   365.12  0.17 13
1996  6 12   364.90  0.12 14
1996  6 13   364.80  0.17 16
1996  6 14   364.80  0.10 18
1996  6 15   364.50  0.17 13
1996  6 16   364.96  0.08  6
1996  6 17   364.99  0.14 21
1996  6 18   365.02  0.10 18
1996  6 19   365.11  0.10 16
1996  6 20   364.99  0.12 19
1996  6 21   364.97  0.08 17
1996  6 22   364.51  0.18 10
1996  6 23   364.87  0.11 14
1996  6 24   364.83  0.22 15
1996  6 25   364.47  0.19  7
1996  6 26   364.12  0.12 11
1996  6 27   363.93  0.11 14
1996  6 28   363.89  0.19 13
1996  6 29   364.17  0.21 10
1996  6 30   364.05  0.19 13
1996  7  1   363.85  0.22 23
1996  7  2   363.98  0.10 15
1996  7  3   364.03  0.15 11
1996  7  4   364.64  0.21 21
1996  7  5   364.33  0.22 14
1996  7  6   364.04  0.23 20
1996  7  7   363.67  0.10 16
1996  7  8   363.52  0.13  8
1996  7  9   363.29  0.16 16
1996  7 10   363.61  0.15 10
1996  7 11   363.70  0.25 12
1996  7 12   363.70  0.17 17
1996  7 13   363.55  0.22 16
1996  7 14   362.69  0.16 14
1996  7 15   363.07  0.18  7
1996  7 16   363.41  0.24 14
1996  7 17   363.52  0.03  4
1996  7 18   363.52  0.09 11
1996  7 19   363.25  0.13 13
1996  7 20   363.23  0.15  9
1996  7 21   362.97  0.29  7
1996  7 22   363.28  0.12  9
1996  7 23   363.09  0.17 18
1996  7 24   362.82  0.13 11
1996  7 25   362.98  0.06 14
1996  7 26   362.91  0.29 10
1996  7 27   362.54  0.20 14
1996  7 28   362.49  0.14 22
1996  7 29   362.46  0.12 19
1996  7 30   362.38  0.18 19
1996  7 31   362.00  0.29  8
1996  8  1   361.52  0.29  8
1996  8  2   361.03  0.19 15
1996  8  3   361.20  0.19  9
1996  8  4   361.44  0.17 16
1996  8  5   361.35  0.16 16
1996  8  6   361.37  0.12  7
1996  8  7   362.08  0.13  8
1996  8  8   362.38  0.13 15
1996  8  9   362.09  0.15 16
1996  8 10   361.83  0.13 22
1996  8 11   361.65  0.18 15
1996  8 12   361.97  0.08 14
1996  8 13   361.78  0.07  2
1996  8 14   361.67  0.07 12
1996  8 15   360.74  0.02  2
1996  8 16  -999.99 -9.99  0
1996  8 17   361.31  0.14 10
1996  8 18   360.87  0.17 18
1996  8 19   360.84  0.15 18
1996  8 20   360.63  0.17 19
1996  8 21   360.62  0.09 12
1996  8 22   360.82  0.14 19
1996  8 23   360.93  0.17  5
1996  8 24   360.72  0.19 10
1996  8 25   360.70  0.23 14
1996  8 26   360.48  0.29  4
1996  8 27   360.02  0.19 16
1996  8 28   360.44  0.18 10
1996  8 29   360.66  0.14 11
1996  8 30   360.60  0.19 21
1996  8 31   360.85  0.14  9
1996  9  1   360.67  0.25 14
1996  9  2   360.27  0.16 17
1996  9  3   359.84  0.22  6
1996  9  4   359.77  0.12  3
1996  9  5   359.89  0.13 10
1996  9  6   360.41  0.11  9
1996  9  7  -999.99 -9.99  0
1996  9  8   359.84  0.14  6
1996  9  9   359.65  0.25 17
1996  9 10   359.55  0.14 13
1996  9 11   359.95  0.19 10
1996  9 12   360.32  0.15 15
1996  9 13   360.56  0.08 10
1996  9 14  -999.99 -9.99  0
1996  9 15  -999.99 -9.99  0
1996  9 16   359.68  0.16  2
1996  9 17  -999.99 -9.99  0
1996  9 18   358.09  0.22  9
1996  9 19   358.36  0.16  6
1996  9 20   358.62  0.20  8
1996  9 21   358.83  0.22 15
1996  9 22   359.18  0.10 15
1996  9 23   359.10  0.05 13
1996  9 24   359.37  0.09 15
1996  9 25   359.30  0.05 16
1996  9 26   358.89  0.20 18
1996  9 27   358.27  0.17 15
1996  9 28   358.60  0.24 12
1996  9 29   358.51  0.16  2
1996  9 30   358.75  0.16  5
1996 10  1   358.90  0.07  7
1996 10  2   358.86  0.02  4
1996 10  3   359.19  0.09  6
